source_dataset,target_dataset,source_train_rows,source_validation_rows,source_test_rows,target_test_rows,descriptor_count,threshold,source_test_balanced_accuracy,source_test_f1,source_test_mcc,source_test_roc_auc,target_accuracy,target_balanced_accuracy,target_precision,target_recall,target_f1,target_mcc,target_roc_auc,target_average_precision,delta_balanced_accuracy,delta_f1,delta_mcc,delta_roc_auc,training_seconds,target_inference_seconds
CICIDS2017,CSE-CIC-IDS2018,699999,100000,200001,200001,66,0.25,0.9976791314850348,0.993880808797446,0.9926435908424835,0.9999166098930248,0.8478307608461958,0.4999460410165519,0.1458531935176358,0.005153076689906,0.0099544567338972,-0.0005312076773724,0.6407761119140796,0.2313580136888172,-0.4977330904684829,-0.9839263520635488,-0.993174798519856,-0.3591404979789451,3.4436711000016658,0.067267600010382
CSE-CIC-IDS2018,CICIDS2017,699999,100000,200001,200001,66,0.12,0.9699809235881146,0.939834266071043,0.9292978701196666,0.9952356978125352,0.8480507597462013,0.5542721378487506,0.8985124760076776,0.1110880398671096,0.1977296726504752,0.2844619293522799,0.6293973731447459,0.3484393973322105,-0.415708785739364,-0.7421045934205679,-0.6448359407673867,-0.3658383246677893,3.290352399999392,0.0691944999998668
