dataset,heldout_balanced_accuracy,heldout_f1,heldout_mcc,heldout_roc_auc,repeated_cv_balanced_accuracy_mean,repeated_cv_balanced_accuracy_std,repeated_cv_macro_f1_mean,repeated_cv_roc_auc_mean,repeated_cv_pr_auc_mean,latency_ms_per_record,throughput_records_per_second,ferf_overhead_percent,peak_process_rss_mb,incoming_cross_dataset_balanced_accuracy_mean,incoming_cross_dataset_roc_auc_mean
CICIDS2017,0.9991022095853256,0.9968046391905084,0.996159611525129,0.999919458124526,0.9987062466811217,0.00028424833389050863,0.9978085594756777,0.9999132303042569,0.9996179446718932,0.0040681336594073,245812.9657779412,4.081662920357061,2109.76171875,0.5542721378487506,0.6293973731447459
CSE-CIC-IDS2018,0.9707631725200664,0.9570662809495448,0.949745480106836,0.9953540272668664,0.969660217919767,0.001394433407546639,0.97392517064363,0.992921745628648,0.9804384958217723,0.0030111399443343,332100.1409720442,6.529238781157754,2193.1328125,0.4999460410165519,0.6407761119140796
